Date,Open,High,Low,Close,Adj Close,Volume
2014-09-17,4066.760010,4090.949951,4048.580078,4073.570068,4073.570068,1796710000
2014-09-18,4084.510010,4103.419922,4080.820068,4103.080078,4103.080078,1774840000
2014-09-19,4113.020020,4118.910156,4084.449951,4100.089844,4100.089844,3178490000
2014-09-22,4091.870117,4092.139893,4044.989990,4061.229980,4061.229980,1881520000
2014-09-23,4045.669922,4069.209961,4043.260010,4051.570068,4051.570068,1847730000
2014-09-24,4055.419922,4096.270020,4041.719971,4094.310059,4094.310059,1765260000
2014-09-25,4079.370117,4087.189941,4007.629883,4007.820068,4007.820068,1939610000
2014-09-26,4016.969971,4057.469971,4015.020020,4053.719971,4053.719971,1637480000
2014-09-29,4009.659912,4056.429932,4008.580078,4047.179932,4047.179932,1737750000
2014-09-30,4054.860107,4070.439941,4031.699951,4049.449951,4049.449951,2200380000
2014-10-01,4043.330078,4043.439941,3972.909912,3984.739990,3984.739990,2312630000
2014-10-02,3984.800049,3996.750000,3934.939941,3985.870117,3985.870117,2165500000
2014-10-03,4004.750000,4040.560059,3995.810059,4027.310059,4027.310059,1777640000
2014-10-06,4041.399902,4046.709961,4004.209961,4016.270020,4016.270020,1828240000
2014-10-07,3999.250000,4007.939941,3958.439941,3958.590088,3958.590088,2111360000
2014-10-08,3960.790039,4048.790039,3938.159912,4041.120117,4041.120117,2451630000
2014-10-09,4031.620117,4040.540039,3965.370117,3969.320068,3969.320068,2264220000
2014-10-10,3946.320068,3969.479980,3870.860107,3870.860107,3870.860107,2765750000
2014-10-13,3866.889893,3893.659912,3807.889893,3808.000000,3808.000000,2467830000
2014-10-14,3837.219971,3860.040039,3801.159912,3810.449951,3810.449951,2496120000
2014-10-15,3738.719971,3801.419922,3700.229980,3785.969971,3785.969971,3058740000
2014-10-16,3706.699951,3795.080078,3704.830078,3765.280029,3765.280029,2591940000
2014-10-17,3815.719971,3848.979980,3791.159912,3815.469971,3815.469971,2260070000
2014-10-20,3813.600098,3872.360107,3804.969971,3870.080078,3870.080078,1717370000
2014-10-21,3916.649902,3971.399902,3908.830078,3971.389893,3971.389893,1997580000
2014-10-22,3980.489990,3988.399902,3947.979980,3949.590088,3949.590088,1967020000
2014-10-23,3989.860107,4032.219971,3984.149902,4012.270020,4012.270020,1952380000
2014-10-24,4019.840088,4045.189941,4003.429932,4042.020020,4042.020020,1754300000
2014-10-27,4031.879883,4052.500000,4019.229980,4046.020020,4046.020020,1585580000
2014-10-28,4063.070068,4107.189941,4062.209961,4106.629883,4106.629883,1966920000
2014-10-29,4091.620117,4104.060059,4062.489990,4090.550049,4090.550049,2184050000
2014-10-30,4074.260010,4109.060059,4064.449951,4100.640137,4100.640137,2034960000
2014-10-31,4168.500000,4170.870117,4143.200195,4158.209961,4158.209961,2424360000
2014-11-03,4160.600098,4179.359863,4156.790039,4169.279785,4169.279785,2033000000
2014-11-04,4154.879883,4165.049805,4126.720215,4156.229980,4156.229980,1939320000
2014-11-05,4179.229980,4179.930176,4140.209961,4153.270020,4153.270020,2001870000
2014-11-06,4147.310059,4165.770020,4133.979980,4164.080078,4164.080078,1986820000
2014-11-07,4170.459961,4171.129883,4139.459961,4160.500000,4160.500000,1978830000
2014-11-10,4162.589844,4179.979980,4151.479980,4175.950195,4175.950195,1830010000
2014-11-11,4173.609863,4187.310059,4165.250000,4187.160156,4187.160156,1663690000
2014-11-12,4174.470215,4199.189941,4173.020020,4195.399902,4195.399902,1773060000
2014-11-13,4202.770020,4228.680176,4194.330078,4213.479980,4213.479980,1857580000
2014-11-14,4214.970215,4225.180176,4198.589844,4224.990234,4224.990234,1739950000
2014-11-17,4215.290039,4225.479980,4194.180176,4213.790039,4213.790039,1695070000
2014-11-18,4215.180176,4248.189941,4214.319824,4242.189941,4242.189941,1655760000
2014-11-19,4233.709961,4235.839844,4204.160156,4222.660156,4222.660156,1641560000
2014-11-20,4204.540039,4245.169922,4202.359863,4242.089844,4242.089844,1667330000
2014-11-21,4284.410156,4285.270020,4237.379883,4251.319824,4251.319824,1854340000
2014-11-24,4262.089844,4285.000000,4258.410156,4284.319824,4284.319824,1568130000
2014-11-25,4290.680176,4302.439941,4279.899902,4288.229980,4288.229980,1720140000
2014-11-26,4291.870117,4319.410156,4289.509766,4317.990234,4317.990234,1362930000
2014-11-28,4330.959961,4347.089844,4326.209961,4337.790039,4337.790039,998600000
2014-12-01,4323.950195,4332.549805,4274.680176,4287.810059,4287.810059,1893600000
2014-12-02,4291.330078,4312.919922,4283.890137,4305.959961,4305.959961,1839170000
2014-12-03,4312.169922,4319.020020,4287.040039,4312.930176,4312.930176,1734510000
2014-12-04,4309.479980,4327.549805,4293.939941,4311.930176,4311.930176,1724090000
2014-12-05,4318.279785,4324.419922,4302.040039,4311.569824,4311.569824,1767100000
2014-12-08,4301.270020,4320.080078,4259.009766,4278.339844,4278.339844,1966770000
2014-12-09,4228.209961,4297.729980,4216.870117,4294.669922,4294.669922,1950330000
2014-12-10,4284.500000,4297.000000,4218.850098,4224.870117,4224.870117,1850810000
2014-12-11,4241.689941,4296.810059,4238.290039,4246.479980,4246.479980,1873050000
2014-12-12,4207.609863,4254.430176,4199.279785,4199.279785,4199.279785,1888870000
2014-12-15,4224.169922,4236.060059,4145.009766,4157.410156,4157.410156,2143610000
2014-12-16,4122.229980,4190.419922,4089.189941,4089.600098,4089.600098,2231670000
2014-12-17,4095.750000,4175.970215,4089.090088,4165.100098,4165.100098,2279930000
2014-12-18,4230.350098,4267.770020,4213.209961,4267.770020,4267.770020,2172260000
2014-12-19,4272.750000,4300.399902,4258.330078,4281.779785,4281.779785,3287920000
2014-12-22,4271.870117,4295.270020,4270.540039,4293.669922,4293.669922,1720070000
2014-12-23,4308.950195,4309.029785,4274.509766,4279.299805,4279.299805,1590820000
2014-12-24,4283.189941,4298.870117,4281.799805,4283.100098,4283.100098,729750000
2014-12-26,4295.720215,4322.450195,4294.799805,4314.089844,4314.089844,930220000
2014-12-29,4309.700195,4321.200195,4306.669922,4312.640137,4312.640137,1227740000
2014-12-30,4301.140137,4309.129883,4277.750000,4282.350098,4282.350098,1269200000
2014-12-31,4294.879883,4307.009766,4233.709961,4236.279785,4236.279785,1515600000
2015-01-02,4258.600098,4276.709961,4206.459961,4230.240234,4230.240234,1435150000
2015-01-05,4206.549805,4210.959961,4151.850098,4160.959961,4160.959961,1794470000
2015-01-06,4174.779785,4176.259766,4090.330078,4110.830078,4110.830078,2167320000
2015-01-07,4139.850098,4169.970215,4126.390137,4160.000000,4160.000000,1957950000
2015-01-08,4195.490234,4247.930176,4192.629883,4240.549805,4240.549805,2105450000
2015-01-09,4250.979980,4253.970215,4188.609863,4213.279785,4213.279785,1715830000
2015-01-12,4221.520020,4223.879883,4158.109863,4169.970215,4169.970215,1861960000
2015-01-13,4212.990234,4252.700195,4134.939941,4166.200195,4166.200195,2162180000
2015-01-14,4122.080078,4165.000000,4108.319824,4145.839844,4145.839844,2073810000
2015-01-15,4162.109863,4169.439941,4085.699951,4089.649902,4089.649902,1976260000
2015-01-16,4087.879883,4143.529785,4078.850098,4142.140137,4142.140137,1970520000
2015-01-20,4164.430176,4181.339844,4117.149902,4171.209961,4171.209961,1835040000
2015-01-21,4158.129883,4211.279785,4145.819824,4192.089844,4192.089844,1847420000
2015-01-22,4215.000000,4274.149902,4173.540039,4270.359863,4270.359863,1996550000
2015-01-23,4268.529785,4292.879883,4258.479980,4278.140137,4278.140137,1653830000
2015-01-26,4271.100098,4282.479980,4254.470215,4275.720215,4275.720215,1717510000
2015-01-27,4200.879883,4209.410156,4151.149902,4165.500000,4165.500000,1954160000
2015-01-28,4233.740234,4235.149902,4140.379883,4140.379883,4140.379883,2118680000
2015-01-29,4134.520020,4189.540039,4103.709961,4181.350098,4181.350098,2110710000
2015-01-30,4178.620117,4210.850098,4144.029785,4148.430176,4148.430176,2264230000
2015-02-02,4162.200195,4189.089844,4094.729980,4188.589844,4188.589844,2006450000
2015-02-03,4201.939941,4229.149902,4174.229980,4229.149902,4229.149902,2153520000
2015-02-04,4202.430176,4248.839844,4198.740234,4221.200195,4221.200195,2212960000
2015-02-05,4229.620117,4258.000000,4220.169922,4256.180176,4256.180176,2036590000
2015-02-06,4259.979980,4271.279785,4214.890137,4228.680176,4228.680176,2034060000
2015-02-09,4209.810059,4235.240234,4206.759766,4216.089844,4216.089844,1654680000
2015-02-10,4240.040039,4286.430176,4232.990234,4281.160156,4281.160156,1773730000
2015-02-11,4284.759766,4305.350098,4277.649902,4297.279785,4297.279785,1793630000
2015-02-12,4321.410156,4347.970215,4317.979980,4347.970215,4347.970215,2075470000
2015-02-13,4359.779785,4384.029785,4351.020020,4384.029785,4384.029785,1942240000
2015-02-17,4379.319824,4387.319824,4370.629883,4385.339844,4385.339844,1751490000
2015-02-18,4378.729980,4393.189941,4374.229980,4390.910156,4390.910156,1684800000
2015-02-19,4388.919922,4415.790039,4388.439941,4411.859863,4411.859863,1592890000
2015-02-20,4406.750000,4444.620117,4397.620117,4443.049805,4443.049805,1761140000
2015-02-23,4441.259766,4449.490234,4430.870117,4449.490234,4449.490234,1754850000
2015-02-24,4442.129883,4455.520020,4428.819824,4451.029785,4451.029785,1834890000
2015-02-25,4441.080078,4461.109863,4429.899902,4440.589844,4440.589844,1848560000
2015-02-26,4443.549805,4463.810059,4430.790039,4462.270020,4462.270020,1905550000
2015-02-27,4459.859863,4464.310059,4435.660156,4440.669922,4440.669922,1955590000
2015-03-02,4452.799805,4483.970215,4450.859863,4483.049805,4483.049805,1931110000
2015-03-03,4466.529785,4473.640137,4433.509766,4458.779785,4458.779785,2018900000
2015-03-04,4442.410156,4452.370117,4421.000000,4445.359863,4445.359863,1824830000
2015-03-05,4454.890137,4464.479980,4433.939941,4452.060059,4452.060059,1724200000
2015-03-06,4442.189941,4453.930176,4389.819824,4399.229980,4399.229980,1918220000
2015-03-09,4406.870117,4424.220215,4391.620117,4412.990234,4412.990234,1696510000
2015-03-10,4376.029785,4381.620117,4329.080078,4329.080078,4329.080078,1876010000
2015-03-11,4336.049805,4342.870117,4304.279785,4305.379883,4305.379883,1846020000
2015-03-12,4302.729980,4339.200195,4300.870117,4336.229980,4336.229980,1855110000
2015-03-13,4328.089844,4347.870117,4289.299805,4314.899902,4314.899902,1851410000
2015-03-16,4338.290039,4371.459961,4327.270020,4370.470215,4370.470215,1713480000
2015-03-17,4355.830078,4384.979980,4349.689941,4375.629883,4375.629883,1724370000
2015-03-18,4366.799805,4440.490234,4344.490234,4422.500000,4422.500000,1983570000
2015-03-19,4424.790039,4440.009766,4419.839844,4426.819824,4426.819824,1674970000
2015-03-20,4468.290039,4478.680176,4456.410156,4458.540039,4458.540039,2825670000
2015-03-23,4454.149902,4466.339844,4445.520020,4445.540039,4445.540039,1608880000
2015-03-24,4444.390137,4467.790039,4430.970215,4430.990234,4430.990234,1611670000
2015-03-25,4437.379883,4442.540039,4329.290039,4329.290039,4329.290039,2219520000
2015-03-26,4288.160156,4340.160156,4280.950195,4315.259766,4315.259766,2004960000
2015-03-27,4314.600098,4342.930176,4309.520020,4332.859863,4332.859863,1678650000
2015-03-30,4359.779785,4384.180176,4359.779785,4382.819824,4382.819824,1778520000
2015-03-31,4364.140137,4377.359863,4333.689941,4333.689941,4333.689941,1837660000
2015-04-01,4328.169922,4334.560059,4284.060059,4311.259766,4311.259766,1874960000
2015-04-02,4316.240234,4327.790039,4302.490234,4316.009766,4316.009766,1563670000
2015-04-06,4286.160156,4361.560059,4283.910156,4350.979980,4350.979980,1737560000
2015-04-07,4349.299805,4379.410156,4343.740234,4344.080078,4344.080078,1572940000
2015-04-08,4345.229980,4382.819824,4345.089844,4375.959961,4375.959961,1714210000
2015-04-09,4375.779785,4405.649902,4361.229980,4403.950195,4403.950195,1729750000
2015-04-10,4402.020020,4422.629883,4394.379883,4422.020020,4422.020020,244120000
2015-04-13,4428.129883,4448.200195,4407.069824,4409.209961,4409.209961,1544190000
2015-04-14,4409.290039,4418.870117,4375.109863,4397.640137,4397.640137,1571360000
2015-04-15,4409.740234,4435.279785,4406.040039,4424.529785,4424.529785,1795530000
2015-04-16,4412.149902,4427.220215,4408.959961,4418.830078,4418.830078,1662850000
2015-04-17,4379.629883,4390.310059,4333.109863,4351.799805,4351.799805,1985190000
2015-04-20,4373.649902,4423.879883,4373.089844,4417.399902,4417.399902,1646340000
2015-04-21,4444.500000,4448.680176,4430.979980,4435.979980,4435.979980,1721260000
2015-04-22,4448.580078,4466.839844,4419.350098,4460.810059,4460.810059,1696380000
2015-04-23,4445.169922,4496.080078,4444.290039,4477.069824,4477.069824,1858620000
2015-04-24,4529.729980,4543.640137,4517.879883,4536.779785,4536.779785,1895150000
2015-04-27,4548.509766,4562.330078,4516.330078,4525.040039,4525.040039,2172470000
2015-04-28,4529.410156,4537.149902,4479.009766,4515.270020,4515.270020,2032500000
2015-04-29,4490.569824,4517.009766,4463.979980,4488.149902,4488.149902,1871300000
2015-04-30,4459.229980,4480.359863,4395.100098,4414.250000,4414.250000,2269290000
2015-05-01,4437.700195,4479.060059,4435.240234,4479.060059,4479.060059,1854400000
2015-05-04,4491.189941,4510.470215,4480.850098,4482.609863,4482.609863,1668200000
2015-05-05,4464.209961,4472.229980,4407.270020,4409.390137,4409.390137,2069490000
2015-05-06,4420.299805,4429.959961,4349.930176,4379.750000,4379.750000,2144620000
2015-05-07,4377.810059,4413.729980,4373.290039,4401.549805,4401.549805,2042960000
2015-05-08,4445.000000,4466.169922,4441.729980,4458.649902,4458.649902,1978760000
2015-05-11,4457.620117,4468.750000,4437.529785,4438.640137,4438.640137,1731390000
2015-05-12,4412.819824,4441.399902,4380.520020,4420.649902,4420.649902,1705870000
2015-05-13,4436.080078,4460.540039,4421.750000,4426.560059,4426.560059,1672260000
2015-05-14,4461.069824,4496.250000,4448.379883,4495.040039,4495.040039,1741970000
2015-05-15,4505.390137,4509.129883,4482.549805,4494.290039,4494.290039,1667260000
2015-05-18,4487.140137,4521.009766,4483.759766,4512.950195,4512.950195,1643870000
2015-05-19,4514.669922,4521.850098,4498.529785,4503.720215,4503.720215,1750980000
2015-05-20,4505.589844,4533.919922,4484.520020,4505.299805,4505.299805,1786830000
2015-05-21,4499.419922,4537.279785,4495.390137,4529.470215,4529.470215,1683670000
2015-05-22,4522.859863,4542.459961,4522.609863,4527.160156,4527.160156,1544920000
2015-05-26,4516.629883,4521.850098,4456.759766,4472.959961,4472.959961,1731950000
2015-05-27,4488.049805,4551.529785,4479.740234,4546.060059,4546.060059,1809550000
2015-05-28,4537.479980,4548.240234,4523.549805,4535.660156,4535.660156,1741420000
2015-05-29,4532.149902,4539.569824,4499.649902,4508.250000,4508.250000,2024170000
2015-06-01,4530.029785,4535.430176,4488.169922,4521.850098,4521.850098,1902120000
2015-06-02,4503.759766,4531.080078,4486.189941,4508.890137,4508.890137,1729750000
2015-06-03,4531.040039,4539.350098,4512.439941,4519.859863,4519.859863,1852680000
2015-06-04,4501.729980,4526.209961,4475.049805,4487.029785,4487.029785,1813960000
2015-06-05,4483.430176,4493.430176,4452.319824,4477.189941,4477.189941,1842890000
2015-06-08,4476.689941,4477.830078,4423.799805,4431.509766,4431.509766,1712210000
2015-06-09,4421.020020,4441.620117,4392.450195,4427.609863,4427.609863,1754340000
2015-06-10,4440.540039,4497.509766,4435.290039,4485.459961,4485.459961,1792980000
2015-06-11,4498.490234,4511.319824,4483.839844,4488.470215,4488.470215,1623950000
2015-06-12,4467.379883,4476.209961,4449.209961,4453.790039,4453.790039,1428900000
2015-06-15,4416.140137,4437.970215,4396.129883,4432.919922,4432.919922,1790280000
2015-06-16,4428.299805,4463.200195,4426.189941,4455.899902,4455.899902,1654820000
2015-06-17,4465.169922,4482.270020,4441.339844,4468.979980,4468.979980,1712820000
2015-06-18,4483.609863,4540.689941,4483.609863,4531.850098,4531.850098,1877920000
2015-06-19,4538.709961,4539.490234,4511.209961,4513.419922,4513.419922,2468310000
2015-06-22,4541.850098,4557.979980,4534.759766,4544.040039,4544.040039,1619970000
2015-06-23,4549.520020,4551.770020,4529.990234,4548.740234,4548.740234,1613540000
2015-06-24,4542.069824,4561.640137,4523.899902,4524.600098,4524.600098,1628800000
2015-06-25,4540.399902,4546.149902,4508.660156,4514.009766,4514.009766,1614760000
2015-06-26,4514.370117,4523.970215,4469.229980,4484.279785,4484.279785,3843810000
2015-06-29,4433.109863,4460.080078,4377.229980,4379.870117,4379.870117,2025580000
2015-06-30,4414.859863,4420.500000,4381.939941,4396.759766,4396.759766,2034430000
2015-07-01,4433.790039,4445.899902,4409.419922,4429.229980,4429.229980,1814560000
2015-07-02,4440.169922,4445.830078,4417.479980,4433.390137,4433.390137,1490810000
2015-07-06,4394.439941,4444.410156,4394.439941,4418.660156,4418.660156,1741500000
2015-07-07,4422.750000,4434.910156,4344.149902,4429.060059,4429.060059,2132080000
2015-07-08,4392.509766,4403.129883,4346.419922,4351.580078,4351.580078,1931520000
2015-07-09,4410.270020,4414.430176,4351.509766,4352.029785,4352.029785,1861600000
2015-07-10,4405.990234,4434.109863,4394.009766,4420.149902,4420.149902,1590230000
2015-07-13,4457.759766,4498.740234,4456.540039,4494.470215,4494.470215,1694140000
2015-07-14,4503.200195,4537.209961,4500.660156,4523.470215,4523.470215,1682660000
2015-07-15,4531.319824,4547.180176,4517.399902,4528.359863,4528.359863,1691350000
2015-07-16,4567.060059,4595.020020,4558.319824,4594.899902,4594.899902,1823530000
2015-07-17,4635.479980,4661.600098,4624.680176,4661.600098,4661.600098,1854450000
2015-07-20,4670.229980,4694.129883,4657.979980,4679.680176,4679.680176,1814180000
2015-07-21,4679.540039,4686.359863,4661.759766,4674.410156,4674.410156,1774570000
2015-07-22,4604.970215,4643.830078,4604.529785,4623.240234,4623.240234,2035730000
2015-07-23,4627.560059,4641.580078,4592.490234,4602.830078,4602.830078,2003310000
2015-07-24,4630.950195,4632.060059,4552.399902,4557.370117,4557.370117,2004380000
2015-07-27,4530.370117,4551.990234,4511.919922,4519.089844,4519.089844,1935470000
2015-07-28,4539.470215,4568.790039,4506.189941,4560.229980,4560.229980,2025110000
2015-07-29,4570.500000,4586.779785,4552.759766,4581.600098,4581.600098,1898100000
